references,GROUP_HawOL,Sample_HawOL,GeographicSetting_HawOL,Locality_HawOL,NumberPoint_HawOL,Fo_HawOL,Mnppm_HawOL,Nippm_HawOL,GROUP_MORBOL,Sample_MORBOL,GeographicSetting_MORBOL,Locality_MORBOL,NumberPoint_MORBOL,Fo_MORBOL,Mnppm_MORBOL,Nippm_MORBOL,volcano_island,Year_Haw,CITATION_Haw,SAMPLE NAME_Haw,LOCATION_Haw,FeOt_100_Haw,MgO_100_Haw,MnO_100_Haw,Ni_Haw,FeOMnO_100_Haw,GeoName_MORB,VG no#_MORB,Ocean_MORB,FeOt_MORB,MgO_MORB,MnO_MORB,Ni_MORB,FeOMnO_MORB
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-31 ,87.35,1309,2821,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-12,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.51424319,7.449492813,0.173481339,154,60.607344,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-3 ,87.17,1278,2695,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-13,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.40303977,7.337506625,0.183183244,130,56.79034579,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-48 ,87.16,1324,2562,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-14,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.2482158,7.180142736,0.172404557,127,59.44283596,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-29 ,87.15,1348,2483,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-15,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.52171338,7.211226742,0.183336273,128,57.39024366,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-77 ,87.13,1324,2514,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-17,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.22290406,9.011273026,0.183073267,236,55.84050707,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-71 ,87.11,1324,2507,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-18,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.40117918,7.286866573,0.183960166,115,56.5403881,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-5 ,87.11,1301,2640,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-19,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.870816014,6.646307639,0.161612344,125,61.07711682,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-55 ,87.11,1340,2514,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-20,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.25304256,6.591357376,0.160764814,111,63.77665799,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-47 ,87.1,1324,2554,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-21,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.19760325,9.462564792,0.173718792,271,58.70178541,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-56 ,87.1,1317,2538,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-22,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.56783085,7.009686275,0.173456575,118,60.92493669,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-52 ,87.04,1332,2632,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-23A,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.752962864,7.499698231,0.150395018,211,64.84897568,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-46 ,87.02,1293,2680,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-23,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.949359217,7.5294868,0.161707099,200,61.52704042,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-2 ,86.96,1317,2302,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-24,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.51559456,8.929183508,0.192570359,166,54.6065065,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-13 ,86.69,1363,2648,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-25,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.4333261,7.888348102,0.182272485,190,57.24026915,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-14 ,86.65,1371,2444,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-26,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.49235758,7.279886368,0.185081857,81,56.69036258,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-9 ,86.63,1363,2436,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-27,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.03628833,7.75822982,0.180657357,162,61.08961469,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-82 ,86.63,1355,2428,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-28,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.55666221,6.747731743,0.184588406,119,57.19027776,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-4 ,86.62,1371,2444,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-29,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.24406022,6.650089959,0.172334648,141,59.44283601,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-92 ,86.59,1371,2428,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-30,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.02383248,12.66865707,0.183456016,433,60.08978457,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-34 ,86.58,1363,2656,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-31,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.38563108,6.977669287,0.182555301,94,56.8903287,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-10 ,86.42,1394,2239,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-32,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.04944655,9.31674086,0.161854347,207,62.08944484,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-53 ,86.13,1510,2397,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-33,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.52064182,6.843857125,0.193501913,88,54.36970445,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-49 ,86.12,1386,2625,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KM1,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / MAKAPUU STAGE,10.75432626,13.70912149,0.171742863,519,62.61876664,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-18 ,86.07,1440,2514,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KM2,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / MAKAPUU STAGE,10.69041741,7.484665631,0.162049594,135,65.97003514,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-37 ,85.83,1487,2467,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KM4,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / MAKAPUU STAGE,10.26569728,6.832868064,0.161247624,108,63.66417703,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-32 ,85.73,1471,2585,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KM6,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / MAKAPUU STAGE,10.10572263,7.413130325,0.161155007,172,62.70808967,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-26 ,85.6,1487,2475,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KM10,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / MAKAPUU STAGE,10.75664896,7.786740922,0.172362755,174,62.40703776,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-19 ,85.54,1487,2444,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-52,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.09759612,6.623706518,0.15076722,143,73.60748656,,,,,,,,
,WPM-THICK,SR-139-9.5,Hawaii,"Mauna Kea, HSDP2",SR139-17 ,85.54,1471,2475,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-53,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.02300566,6.786143681,0.151476421,93,66.1687515,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-50 ,89.03,1123,3127,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-54,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.6932077,7.000893918,0.161403894,99,66.25123741,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-19 ,88.98,1146,3080,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-55,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.58918382,8.405542841,0.150997776,212,70.12807805,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-51 ,88.88,1146,3065,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-55D,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.90004967,10.55609943,0.151668095,369,71.86778254,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-1 ,88.85,1162,2986,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-48,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.2347536,6.872557481,0.160761579,108,63.66417687,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-40 ,88.85,1154,3065,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. KOO-50,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.03568883,7.012314335,0.161900475,116,68.16341231,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-11 ,88.8,1162,3002,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. H3-1,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.673980147,7.06618394,0.151418227,125,63.88913897,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-12 ,88.78,1162,3049,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. H3-8,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.1393729,6.950378544,0.161402114,96,62.82057062,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-43 ,88.76,1162,2931,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. H3-9,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.17524049,6.76644118,0.141599666,113,71.85921251,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-24 ,88.74,1138,3010,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. H3-31,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.5662648,8.219603054,0.151839958,133,69.58816993,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-44 ,88.74,1169,3065,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. 87TAN-3,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.55776077,8.474483823,0.17315652,266,66.74747662,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-42 ,88.74,1138,3033,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. 87TAN-4,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.07172035,7.997694931,0.152627766,188,65.98878182,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-6 ,88.73,1185,2986,,,,,,,,,Koolau,1994, [328] FREY F. A. (1994),samp. OH25,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.77528776,7.0960458,0.161273768,201,66.81364176,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-22 ,88.72,1154,2939,,,,,,,,,Koolau,1984, [344] RODEN M. F. (1984),samp. 69MAK-2,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.01632386,6.702204501,0.172110992,109,58.19688646,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-36 ,88.65,1185,2907,,,,,,,,,Koolau,1984, [344] RODEN M. F. (1984),samp. WW9991,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.11266109,6.81803419,0.171968221,87,64.62043409,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-8 ,88.62,1177,3025,,,,,,,,,Koolau,1984, [344] RODEN M. F. (1984),samp. WW10403,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.61854282,7.009914259,0.161611856,112,65.70398412,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-4 ,88.36,1200,2947,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 6308,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.97251373,7.083485502,0.172027505,88,69.59650859,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-14 ,88.25,1216,2884,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5483,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.54845003,12.06588747,0.161958221,427,65.13068596,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-26 ,88.23,1224,2766,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5438A,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.2886999,6.796926361,0.152397452,87,67.51228295,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-34 ,88.18,1231,2884,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5360,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.59363352,6.964370385,0.161492647,83,65.59824064,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-39 ,88.15,1247,2790,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5015,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.69408588,9.547857348,0.162171675,213,65.94299455,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-15 ,88.14,1216,2868,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 4784,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.5820153,7.129134907,0.162025793,86,65.31068359,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-5 ,88.1,1216,2860,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 4349,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.89188643,7.254723654,0.151561079,190,65.26666671,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-38 ,88.06,1239,2845,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 4026,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.49400536,6.683033137,0.162258771,99,64.67450293,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-49 ,87.94,1247,2813,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 3977,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.40279635,6.97791217,0.162277027,105,64.10516967,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-32 ,87.93,1262,2907,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 3754,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.729277,7.217160442,0.161502891,108,66.43396247,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-20 ,87.84,1278,2782,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 3506,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.37298117,7.170161507,0.162037548,111,64.0159105,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-28 ,87.78,1262,2625,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 3143,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.33268814,7.152312979,0.151961324,121,67.99551273,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-48 ,87.67,1309,2397,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 3004,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.27887736,6.844850127,0.161768984,102,63.54047053,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-17 ,87.63,1286,2758,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 2819,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.35218902,7.323969211,0.161855673,92,63.95938325,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-46 ,87.38,1293,2695,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 2737,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.12403664,7.118588267,0.151459325,91,66.84327056,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-41 ,87.37,1301,2680,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 2394A,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.27561749,7.18370802,0.172734139,123,65.27729582,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-7 ,87.36,1317,2672,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 1502,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,11.22286616,7.132243987,0.162558268,150,69.03903627,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-47 ,87.31,1324,2695,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5800,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.12070412,8.139514446,0.152045724,179,66.56355637,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-25 ,87.13,1355,2750,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 5313,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.37934153,7.852052724,0.15177937,130,68.3844025,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-10 ,87.12,1355,2742,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 4886,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.847675785,7.076494409,0.150992057,103,65.21982666,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-37 ,87.11,1340,2735,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 2668,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.50319159,8.822204039,0.161875303,210,64.8844598,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-29 ,86.91,1371,2522,,,,,,,,,Koolau,1999, [1275] JACKSON M. C. (1999),samp. 1929,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,9.837834363,7.344162119,0.150907441,108,65.19118141,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-13 ,86.69,1394,2703,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 50,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.43514719,8.9858309,0.161906863,239,64.45154329,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-16 ,86.34,1425,2577,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 1,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.6552953,15.57950183,0.171758451,596,62.03651254,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-35 ,86.12,1495,2617,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 3,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.78046463,16.15268546,0.172160284,594,62.61876653,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-33 ,86.09,1464,2444,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 4,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.14258495,9.64966262,0.162179204,234,62.53936818,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-31 ,86.08,1448,2428,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 5,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.49855482,14.76134694,0.16232409,576,64.67650501,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-23 ,84.39,1603,2483,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 6,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.50813935,15.26304142,0.162049544,588,64.84522628,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-3 ,84.08,1642,2609,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 7,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.89507526,10.82678207,0.172821873,315,63.04222417,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-45 ,82.44,1766,1839,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 8,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.80266182,11.67096356,0.172078387,361,62.77756323,,,,,,,,
,WPM-THICK,SR-144-2.0,Hawaii,"Mauna Kea, HSDP2",SR144-18 ,81.91,1812,2106,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 9,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.29961236,9.275869949,0.171588454,163,60.0250898,,,,,,,,
,WPM-THICK,SR-145-2.5-2.6,Hawaii,"Mauna Kea, HSDP2",SR145-94 ,89.16,1107,3072,,,,,,,,,Koolau,2004, [6990] HASKINS E. H. (2004),samp. 10,HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,10.38718345,9.216331172,0.172742701,166,60.13095425,,,,,,,,
